TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
13-10-2024,26.7,34.8,30.7,68,0,8,7,320,3,E
14-10-2024,26.8,33.6,30.2,71,0,8,6,290,3,NW
15-10-2024,24,35,29.6,75,27,6.2,7,140,3,E
16-10-2024,25.6,35.6,30.5,57,0,6.2,6,290,3,W
17-10-2024,23.4,34.2,29.4,53,0,8,5,360,2,W
18-10-2024,23.8,35.2,29.6,59,0,8,7,290,3,NW
19-10-2024,25.8,32.8,29.7,67,0,8,6,310,2,NW
20-10-2024,25,32.6,26.8,83,25,8,5,320,2,E
21-10-2024,24.2,33,29,69,1.3,3.9,6,310,3,E
22-10-2024,24.8,34,29.7,69,0.2,8,5,290,2,SE
23-10-2024,26.2,34.2,29.8,66,0.2,8,6,290,2,NW
24-10-2024,25.6,33.4,29.9,66,0,6.6,6,330,3,NW
25-10-2024,25.9,34.3,30.2,63,0,8,7,300,2,W
26-10-2024,25.8,34.6,30.3,65,0,8,6,290,2,NW
27-10-2024,26,34.6,30.3,68,0,8,6,300,3,NW
28-10-2024,25.3,33.8,30.2,73,21.6,8,7,280,3,NW
29-10-2024,25.5,34.6,30.4,69,1.2,8,5,290,3,NW
30-10-2024,26.3,35,30.7,63,0,8,7,310,3,NW
31-10-2024,26.4,36.2,30.8,65,8888,8,7,330,3,E
01-11-2024,26.2,33.9,28,82,7,8,7,190,2,SW
02-11-2024,24.4,34,29.2,69,12.6,2.9,7,120,3,E
03-11-2024,23.9,32.6,27.9,78,4.2,8,7,360,2,E
04-11-2024,25,32.5,28.9,71,8888,6,6,290,3,E
05-11-2024,26.2,35.4,30.4,68,0,6.6,6,310,3,E
06-11-2024,23.4,34.6,29.2,71,37,7.9,6,320,3,S
07-11-2024,25.3,32.6,29.4,67,0.6,8,5,300,2,NW
08-11-2024,26,33.4,30.1,69,0,8,6,310,2,NW
09-11-2024,26.4,34.5,29.1,73,8888,8,7,70,2,E
10-11-2024,23.5,33,29,79,36.3,7.8,6,310,2,NW
11-11-2024,25.7,32.8,28.9,76,8888,4.6,6,330,2,E
12-11-2024,25.3,32.8,28.9,75,0,7,5,80,2,SE
13-11-2024,25,34.2,29.5,75,0,0.5,6,290,3,NW
14-11-2024,26.4,35.3,30.8,65,0.5,7.7,6,20,2,E
15-11-2024,26.2,33.2,29.8,76,10,8,6,310,2,NW
16-11-2024,26.6,32.2,28.7,76,0,4.4,6,350,2,S
17-11-2024,25.2,33,29.6,74,0.2,2.3,6,340,3,NW
18-11-2024,26.2,32.4,30,74,1.5,8,6,320,3,NW
19-11-2024,25.9,33,28.1,82,5.2,8,7,310,2,NW
20-11-2024,24.2,33,29.2,75,92.6,7.5,5,320,2,NW
21-11-2024,25.2,33.1,29.8,72,8888,8,7,320,2,S
22-11-2024,26.6,33,28.5,80,0.5,7.8,5,300,2,E
23-11-2024,25.3,33.3,29.3,76,7.8,3.5,6,320,2,E
24-11-2024,26.1,32.8,29.6,76,0,8,6,310,2,NW
25-11-2024,26.4,32.2,29.2,77,1.4,6.8,4,330,2,NW
26-11-2024,25.3,32.3,28.6,81,59,3.2,5,20,2,SE
27-11-2024,25.8,32.2,29.3,76,8888,2.6,6,300,2,N
28-11-2024,27,32.2,28.7,78,8888,7,5,30,3,W
29-11-2024,26.3,32.4,29.6,70,10.8,3.4,5,320,2,NW
30-11-2024,26.7,32.8,29,78,8888,5,5,320,2,E
01-12-2024,25.1,31.6,27.9,82,6.2,4.6,4,300,2,C
02-12-2024,26.6,30.9,26.9,87,0.3,3.4,5,290,2,E
03-12-2024,25.4,31.6,27.6,85,29.6,1.2,6,280,2,SE
04-12-2024,24.8,31.6,28.3,79,4.3,4.6,4,320,2,E
05-12-2024,25.9,32.6,29.3,75,0.8,8,7,300,3,W
06-12-2024,25.1,29.6,27.1,84,15.6,4.8,9,290,2,W
07-12-2024,25.5,32.9,28.5,79,1.8,0,8,300,3,C
08-12-2024,26.2,32.8,29.7,76,0,3.2,11,300,3,W
09-12-2024,26.2,32.6,27.7,82,1.7,7.1,10,290,3,W
10-12-2024,24.8,32.2,27.3,86,2.5,2.5,6,310,2,E
11-12-2024,24.9,31.5,28,84,9,4.3,7,310,2,NW
12-12-2024,25,31.8,28.5,83,53.2,6.3,4,150,2,SE
13-12-2024,26,33.5,29.2,77,2,1.3,8,300,3,NW
14-12-2024,25.8,31,28,81,60,8,4,270,2,SE
15-12-2024,25.5,32,27.5,84,7.5,0,10,300,3,W
16-12-2024,25.2,32,28.6,77,1.8,1.3,6,280,2,W
17-12-2024,26.1,32.8,29.1,79,0.8,1.3,8,300,3,E
18-12-2024,25.4,32.5,28.1,82,8888,3.6,5,320,2,SE
19-12-2024,24.4,32.9,28.7,74,13.8,5.7,8,300,4,W
20-12-2024,26,33,29.2,73,0,8,9,290,4,W
21-12-2024,26.4,32.8,29.1,73,9,4.6,11,300,4,W
22-12-2024,26.5,32.4,29.6,74,0,5.6,8,310,3,W
23-12-2024,26,32.4,28.1,84,1.8,2.9,8,320,3,SE
24-12-2024,25,30.6,27.1,83,4.4,6.8,8,300,3,W
25-12-2024,24.2,30.6,27.2,84,19,1,7,290,2,C
26-12-2024,25.4,30.5,28.1,80,8888,0.2,4,320,2,E
27-12-2024,25.5,31.7,28.2,81,0.1,1.2,6,300,2,NW
28-12-2024,25.7,31.5,28.3,83,0,6.4,5,310,2,NW
29-12-2024,25.8,29.8,27.2,89,11.5,3.2,5,300,2,W
30-12-2024,25.2,32.8,28.8,75,0.4,1.5,9,290,3,W
31-12-2024,25.4,32.4,28.6,73,0.8,6.8,8,280,3,W
01-01-2025,25,31.2,27.7,83,9,1.4,7,300,3,NW
02-01-2025,25.1,28.2,26.6,88,1.2,0.4,3,40,1,NE
03-01-2025,24.3,31.4,28.1,77,3.5,0,6,300,2,NW
04-01-2025,24.2,30.2,27.8,83,8888,7.9,4,190,2,S
05-01-2025,25,31,27,82,2.5,4.6,4,90,2,SE
06-01-2025,24.6,31.1,27.6,80,7.5,1.1,5,300,2,C
07-01-2025,24.5,32,27.8,77,0.2,6.4,7,320,3,W
08-01-2025,24.6,31.1,27.3,83,18.1,8,8,280,3,W
09-01-2025,24.3,30.4,26.2,85,26.7,1.6,9,300,3,W
10-01-2025,24.3,32.4,28.5,77,5.7,1.5,8,310,3,C
11-01-2025,25.2,31,27.8,80,0,5.7,5,310,2,S
12-01-2025,24.8,30.6,26.9,83,0,4,5,310,2,E
13-01-2025,24.2,30.2,27.1,83,31.9,1.7,4,360,1,C
14-01-2025,24.2,30,27.7,83,0,0,7,300,3,NW
15-01-2025,25,31.4,27.8,84,6.5,0,4,310,2,NW
16-01-2025,25,31.8,27.8,82,14.5,2.5,7,290,3,W
17-01-2025,25,32,28,82,10.6,2.4,8,300,4,W
18-01-2025,24.7,32.4,28,79,0.9,5.9,8,290,2,W
19-01-2025,24.8,32.2,28.2,76,3.4,6.4,8,290,4,W
20-01-2025,24.7,32,27.2,84,22.8,6.4,10,280,4,W
21-01-2025,24,29.8,26.6,88,41.5,4.1,10,300,3,W
22-01-2025,25.1,30.9,27.2,86,0.2,2.2,7,280,2,W
23-01-2025,24.5,30,26.9,85,17.4,0.3,5,300,2,E
24-01-2025,24.6,30.5,27.3,85,8888,0,5,200,2,E
25-01-2025,24.5,31.3,27.9,78,11,2.1,5,330,2,S
26-01-2025,25.8,31.2,27.8,85,0,5.6,5,300,2,SE
27-01-2025,25.4,29.3,26.2,93,2,5.1,6,300,2,E
28-01-2025,24.8,28.6,26.6,87,7.4,0,7,270,2,W
29-01-2025,24.7,27.4,24.9,95,5.8,0,8,280,5,W
30-01-2025,23,25,23.8,95,110.7,0,9,290,4,W
31-01-2025,22.9,30.5,26.9,84,58,0,9,300,4,W
01-02-2025,23.6,30.6,26,88,2.6,1.9,9,290,3,W
02-02-2025,24,30.4,26.4,89,60.5,2.2,7,280,3,W
03-02-2025,23.7,31.4,28.2,83,43.5,1.7,10,300,5,W
04-02-2025,26.6,32.2,28.7,77,0,3.9,10,290,6,W
05-02-2025,25.8,31.9,28.2,77,47,7.8,11,290,7,W
06-02-2025,23.6,28.4,24.6,94,58,7.5,6,270,3,W
07-02-2025,24,32.4,27.5,79,49.3,0.6,10,290,3,W
08-02-2025,25,31.2,27.5,79,0,5.5,7,300,3,W
09-02-2025,25.4,32.4,27.6,81,8888,2.5,7,310,3,W
10-02-2025,25.4,31,27.7,80,8888,4,8,280,4,W
11-02-2025,24.1,32.1,27.6,79,2,5,8,310,3,W
12-02-2025,24,31,27.6,81,0,7.5,5,310,3,W
13-02-2025,24.8,31.2,28.1,80,0,5.3,6,290,2,C
14-02-2025,25.8,31.8,28.4,84,0.2,7.1,6,320,2,NW
15-02-2025,24,31.8,28.1,82,33,6.4,7,300,3,NW
16-02-2025,25,32,28.7,78,8888,7.1,8,310,4,NW
17-02-2025,26,31.6,27.3,85,8888,7.7,6,320,2,SW
18-02-2025,24.8,31,27.6,80,9.9,0.2,6,320,2,NW
19-02-2025,24,31.8,27.8,80,4.8,7.5,9,290,3,NW
20-02-2025,24.6,31,27.9,78,0,3.7,8,310,3,NW
21-02-2025,26,31.8,28.3,79,0,4.7,7,310,2,C
22-02-2025,25.3,32.3,28.6,77,8888,4.7,9,300,4,W
23-02-2025,25.5,30.6,27.5,79,1.8,7.2,8,290,3,W
24-02-2025,25.8,31,26.4,88,1.5,2.5,7,320,2,C
25-02-2025,24.5,30.3,27.1,85,33.8,2,6,210,2,NW
26-02-2025,25,29.2,27,85,2.3,3.4,5,310,2,C
27-02-2025,25.1,31.2,27.9,78,8888,0.3,6,310,3,NW
28-02-2025,24.9,31,27,81,5.9,8,4,328,2,E
01-03-2025,24.6,32,28.1,77,8888,6.1,5,320,2,NW
02-03-2025,25.4,32.9,28.5,82,1.8,8,5,318,2,S
03-03-2025,26.4,32.2,27,85,3.4,5,6,110,2,NW
04-03-2025,23.9,30.4,26.7,88,38,2.4,5,310,2,NW
05-03-2025,23.9,34,28.9,75,0.5,6.5,5,315,2,NW
06-03-2025,26.2,32.3,29.3,77,0,8,6,300,3,NW
07-03-2025,24.7,31.6,27.3,86,1.6,7.7,6,300,2,E
08-03-2025,24.2,32.1,27.7,81,52.6,2.4,6,310,3,E
09-03-2025,24,31.6,28.2,80,60.8,8,6,340,3,NW
10-03-2025,25.7,29.1,25.9,93,7,8,4,290,1,E
11-03-2025,24.3,31.8,28.1,80,46,4.6,5,310,2,NW
12-03-2025,25.3,33.1,29.1,76,0,8,8,300,3,NW
13-03-2025,25,33,28.8,77,0,8,7,300,3,NW
14-03-2025,26.4,31.8,27.2,82,0,8,4,280,2,E
15-03-2025,24.7,32.2,27.5,81,1,3.3,8,320,3,E
16-03-2025,24.5,30.4,27.4,84,51.7,6.4,5,310,2,NW
17-03-2025,25.2,30.8,27,87,3,2.2,7,300,4,W
18-03-2025,24,31.6,27.6,77,3,2.5,9,300,3,W
19-03-2025,25,31.7,26.6,85,8888,2.5,7,310,2,C
20-03-2025,24.1,31.7,27.6,81,29.4,2.2,8,290,3,W
21-03-2025,25.2,32.4,28.4,77,0.2,6.3,11,290,4,W
22-03-2025,26.2,33,27.5,87,8888,7.6,7,290,2,W
23-03-2025,25.2,32.9,28.2,81,13.2,3.3,9,300,4,W
24-03-2025,26,32.3,28.8,81,0,7.6,10,290,4,W
25-03-2025,26.2,31.6,28,85,8888,5.6,8,290,3,W
26-03-2025,25.5,31.1,28.2,84,7.2,3.2,7,300,2,W
27-03-2025,26.5,31.2,28.7,83,3.2,3,7,300,3,NW
28-03-2025,26.6,31.2,27.5,88,0.8,6.8,9,290,3,NW
29-03-2025,24.7,30.8,27.7,83,16.2,1.9,4,180,2,NW
30-03-2025,25.3,31.4,28.5,81,8888,6.2,4,310,2,NW
31-03-2025,26,31.4,28.1,82,13,4.4,6,350,2,W
01-04-2025,25.6,31.8,28,79,8888,8,6,310,2,S
02-04-2025,25.8,32.1,28.7,77,0,8,6,320,2,E
03-04-2025,25.4,31.4,27.8,81,8888,7.9,6,320,2,SE
04-04-2025,24.8,31.8,27.5,80,1.4,5.6,4,310,2,SE
05-04-2025,25.1,30.4,27.3,82,3.6,6.3,4,310,2,NW
06-04-2025,26,32.1,27.7,81,8888,3.1,5,320,2,S
07-04-2025,24.2,32.7,28.2,75,44.8,4.5,5,320,2,NW
08-04-2025,25.7,32.3,28.8,78,4.8,8,5,310,2,NW
09-04-2025,25.8,32.6,29.1,79,0,8,6,340,2,SE
10-04-2025,25.8,32.6,29.2,76,0,8,5,340,2,E
11-04-2025,26.4,32,27.5,85,0,6,4,320,2,E
12-04-2025,25.8,31.5,28,81,3,3.6,6,320,2,S
13-04-2025,25.4,32.5,28.5,79,8888,2,6,320,2,SE
14-04-2025,25.6,30.9,27.6,86,12.4,8,4,200,2,E
15-04-2025,24.4,31.8,27.8,82,6.4,4.1,6,340,2,E
16-04-2025,25.4,32.6,28.9,77,0,5,5,320,2,NW
17-04-2025,26.3,29,27.2,89,0.2,5.7,4,310,1,C
18-04-2025,25,30.4,27.6,83,0.2,0,4,330,2,NW
19-04-2025,25.4,31.7,28.4,80,0,2.1,5,320,2,NW
20-04-2025,26.2,31.2,29,77,0,8,4,350,2,W
21-04-2025,25.5,30.8,28,83,0,0.7,5,310,2,SE
22-04-2025,25.3,31.8,28.8,80,10.6,6,5,290,2,SE
23-04-2025,25.1,32.6,28.9,76,0,8,6,300,2,NW
24-04-2025,26.2,34.1,29.6,72,0,8,5,310,3,E
25-04-2025,26.1,33.3,28.6,79,0,8,5,10,2,SE
26-04-2025,24.7,32.2,28.7,81,44.8,7,6,310,2,E
27-04-2025,25.6,34,28.9,76,8888,6.3,5,30,2,E
28-04-2025,23.4,33.9,28.6,71,0,8,5,300,2,NW
29-04-2025,24.3,33.4,28.7,71,0,8,6,310,3,NW
30-04-2025,24,33.5,28.8,70,0,8,5,200,2,S
01-05-2025,26,32.3,28.8,76,0,8,5,330,2,E
02-05-2025,25.7,33,28.4,82,0,8,5,310,2,NW
03-05-2025,24,32.8,28.8,78,64.1,6.4,5,320,2,E
04-05-2025,25.8,33.4,29.5,75,8.8,8,5,330,2,E
05-05-2025,25.8,34.2,30.2,71,2.6,8,5,320,3,E
06-05-2025,25.5,32.3,28.5,77,12.4,8,5,100,3,E
07-05-2025,26.1,33.3,28.2,77,0,8,6,300,2,E
08-05-2025,25,32.6,28.5,78,8888,8,4,280,2,SE
09-05-2025,26.2,32,28.4,80,0,6.8,6,90,3,E
10-05-2025,25,33.2,28.5,77,0.4,6.8,7,100,3,E
11-05-2025,24.4,32.5,28.8,77,10.6,8,5,230,2,NW
12-05-2025,26.4,32.1,28.9,80,0.2,8,4,320,2,NW
13-05-2025,25.1,31.6,28.5,82,33.4,6.7,5,320,2,E
14-05-2025,25,33.1,29,75,8888,5.5,5,340,2,E
15-05-2025,25.5,32.4,28.9,77,8888,8,5,320,2,E
